OrderID,OrderDate,Region,Category,Product,CustomerSegment,SalesChannel,UnitsSold,UnitPrice,Revenue,Cost,Profit,CustomerSatisfaction
ORD-50415,2023-05-18,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Organic Search,2,249.24,498.49,279.95,218.54,5.0
ORD-50416,2023-05-18,North America,Home & Office,Coffee Maker,SMB,Direct Web,2,184.69,369.38,214.38,155.0,5.0
ORD-50417,2023-05-19,Asia-Pacific,Beauty & Care,Serum Pack,Enterprise,Direct Web,1,82.34,82.34,60.57,21.77,3.4
ORD-50418,2023-05-19,Latin America,Electronics,Ultra HD Monitor,Consumer,Organic Search,1,432.99,432.99,,217.95,5.0
ORD-50419,2023-05-19,North America,Electronics,Pro Laptop,SMB,Affiliate,2,1244.42,2488.84,1880.09,608.75,3.1
ORD-50420,2023-05-19,North America,Home & Office,Coffee Maker,Enterprise,Paid Ads,4,171.03,684.12,489.49,194.63,2.5
ORD-50421,2023-05-22,North America,Home & Office,Standing Desk,Enterprise,Direct Web,1,619.91,619.91,284.73,335.18,3.6
ORD-50422,2023-05-22,Europe,Home & Office,Desk Lamp,Enterprise,Organic Search,1,63.08,63.08,45.54,17.54,4.5
ORD-50423,2023-05-22,Asia-Pacific,Apparel,Merino Sweater,Enterprise,Paid Ads,2,111.67,223.35,138.76,84.59,3.7
ORD-50424,2023-05-22,North America,Home & Office,Standing Desk,Enterprise,Paid Ads,5,597.6,2988.0,2161.8,826.2,5.0
ORD-50425,2023-05-23,North America,Apparel,Trail Shoes,Consumer,Affiliate,1,134.24,134.24,70.57,63.67,4.7
ORD-50426,2023-05-23,Europe,Apparel,Merino Sweater,Consumer,Organic Search,2,107.4,214.8,142.27,72.53,3.6
ORD-50427,2023-05-24,Europe,Home & Office,Coffee Maker,SMB,Paid Ads,1,184.45,184.45,141.7,42.75,4.2
ORD-50428,2023-05-24,Latin America,Home & Office,Coffee Maker,Enterprise,Paid Ads,3,183.79,551.38,283.97,267.41,4.4
ORD-50429,2023-05-24,North America,Home & Office,Standing Desk,Consumer,Organic Search,2,583.65,1167.31,919.67,247.64,4.2
ORD-50430,2023-05-26,North America,Electronics,Ultra HD Monitor,SMB,Paid Ads,4,456.2,1824.79,1047.85,776.94,2.7
ORD-50431,2023-05-27,North America,Home & Office,Standing Desk,Enterprise,Organic Search,3,629.55,1888.64,930.72,957.92,4.3
ORD-50432,2023-05-29,Europe,Home & Office,Coffee Maker,SMB,Organic Search,3,187.88,563.65,374.11,189.54,3.7
ORD-50433,2023-05-29,Asia-Pacific,Electronics,Ultra HD Monitor,Consumer,Affiliate,5,462.67,2313.37,1401.05,912.32,4.2
ORD-50434,2023-05-31,Asia-Pacific,Home & Office,Ergonomic Chair,Consumer,Direct Web,1,350.54,350.54,274.63,75.91,2.4
ORD-50435,2023-06-01,Latin America,Electronics,Noise-Cancelling Headphones,Enterprise,Affiliate,3,260.98,782.93,415.7,367.23,3.8
ORD-50436,2023-06-02,North America,Apparel,Performance Jacket,SMB,Organic Search,2,167.64,335.28,259.57,75.71,5.0
ORD-50437,2023-06-02,Europe,Beauty & Care,Face Cleanser,SMB,Paid Ads,1,27.09,27.09,14.21,12.88,5.0
ORD-50438,2023-06-03,Asia-Pacific,Beauty & Care,Hydration Cream,Consumer,Paid Ads,3,43.72,131.16,88.05,43.11,3.6
ORD-50439,2023-06-04,Asia-Pacific,Beauty & Care,Hydration Cream,SMB,Affiliate,1,44.11,44.11,34.5,9.61,3.6
ORD-50440,2023-06-06,North America,Electronics,Noise-Cancelling Headphones,Consumer,Organic Search,1,244.46,244.46,171.12,73.34,4.4
ORD-50441,2023-06-07,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Affiliate,1,246.79,246.79,185.05,61.74,3.3
ORD-50442,2023-06-08,Asia-Pacific,Electronics,Smart Watch,SMB,Organic Search,1,304.65,304.65,172.14,132.51,3.4
ORD-50443,2023-06-10,North America,Electronics,Ultra HD Monitor,Enterprise,Organic Search,5,461.66,2308.28,1570.72,737.56,4.4
ORD-50444,2023-06-12,Europe,Beauty & Care,Hydration Cream,Enterprise,Paid Ads,1,47.15,47.15,37.0,10.15,3.0
ORD-50445,2023-06-16,North America,Apparel,Performance Jacket,SMB,Organic Search,1,167.5,167.5,83.8,83.7,5.0
ORD-50446,2023-06-17,North America,Electronics,Ultra HD Monitor,Consumer,Direct Web,1,468.33,468.33,248.39,219.94,3.7
ORD-50447,2023-06-17,Latin America,Beauty & Care,Mineral Sunscreen,SMB,Paid Ads,3,31.99,95.98,50.31,45.67,4.1
ORD-50448,2023-06-18,North America,Apparel,Trail Shoes,Enterprise,Organic Search,4,129.61,518.45,328.29,190.16,5.0
ORD-50449,2023-06-18,Latin America,Electronics,Smart Watch,SMB,Paid Ads,1,289.08,289.08,219.99,69.09,3.9
ORD-50450,2023-06-19,Europe,Beauty & Care,Mineral Sunscreen,Enterprise,Paid Ads,8,30.59,244.71,180.59,64.12,5.0
ORD-50451,2023-06-19,Europe,Apparel,Performance Jacket,Consumer,Affiliate,1,166.98,166.98,105.66,61.32,3.7
ORD-50452,2023-06-19,Latin America,Apparel,Merino Sweater,Enterprise,Organic Search,1,113.14,113.14,76.45,36.69,4.4
ORD-50453,2023-06-20,North America,Home & Office,Desk Lamp,Consumer,Organic Search,3,65.01,195.04,154.94,40.1,4.1
ORD-50454,2023-06-22,North America,Home & Office,Ergonomic Chair,Consumer,Organic Search,1,334.44,334.44,256.33,78.11,
ORD-50455,2023-06-25,North America,Apparel,Trail Shoes,SMB,Organic Search,5,135.47,677.35,450.76,226.59,4.2
ORD-50456,2023-06-26,Asia-Pacific,Electronics,Smart Watch,SMB,Organic Search,3,302.02,906.07,633.73,272.34,3.6
ORD-50457,2023-06-26,Asia-Pacific,Electronics,Ultra HD Monitor,Enterprise,Organic Search,4,465.61,1862.45,1322.61,539.84,3.5
ORD-50458,2023-06-30,Asia-Pacific,Electronics,Smart Watch,SMB,Direct Web,5,308.91,1544.56,804.85,739.71,4.1
ORD-50459,2023-07-05,Asia-Pacific,Apparel,Performance Jacket,SMB,Organic Search,1,155.0,155.0,113.61,41.39,5.0
ORD-50460,2023-07-07,Asia-Pacific,Electronics,Pro Laptop,Consumer,Affiliate,1,1162.38,1162.38,695.02,467.36,5.0
ORD-50461,2023-07-10,North America,Apparel,Trail Shoes,SMB,Organic Search,5,135.7,678.48,352.13,326.35,3.5
ORD-50462,2023-07-11,Europe,Home & Office,Ergonomic Chair,Enterprise,Paid Ads,1,362.91,362.91,228.4,134.51,3.3
ORD-50463,2023-07-15,North America,Home & Office,Coffee Maker,Consumer,Direct Web,2,187.62,375.24,230.67,144.57,3.3
ORD-50464,2023-07-17,Europe,Home & Office,Standing Desk,Consumer,Direct Web,1,626.2,626.2,355.99,270.21,3.7
ORD-50465,2023-07-17,Europe,Electronics,Noise-Cancelling Headphones,Enterprise,Direct Web,3,257.52,772.55,578.28,194.27,4.3
ORD-50466,2023-07-19,North America,Home & Office,Desk Lamp,Consumer,Direct Web,1,64.58,64.58,42.95,21.63,5.0
ORD-50467,2023-07-20,Latin America,Home & Office,Ergonomic Chair,Enterprise,Organic Search,5,367.06,1835.28,1086.7,748.58,
ORD-50468,2023-07-21,Europe,Electronics,Ultra HD Monitor,Enterprise,Direct Web,2,452.14,904.29,662.01,242.28,4.7
ORD-50469,2023-07-21,North America,Electronics,Smart Watch,Consumer,Affiliate,3,296.26,888.78,489.02,399.76,5.0
ORD-50470,2023-07-22,Latin America,Beauty & Care,Mineral Sunscreen,SMB,Affiliate,2,30.72,61.43,47.3,14.13,3.7
ORD-50471,2023-07-22,North America,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,2,262.47,524.94,361.64,163.3,3.6
ORD-50472,2023-07-25,North America,Electronics,Smart Watch,Enterprise,Organic Search,3,302.43,907.29,669.76,237.53,4.2
ORD-50473,2023-07-26,Latin America,Home & Office,Ergonomic Chair,Consumer,Paid Ads,1,351.45,351.45,238.71,112.74,4.9
ORD-50474,2023-07-27,Europe,Beauty & Care,Hydration Cream,Consumer,Affiliate,3,44.27,132.8,82.78,50.02,3.0
ORD-50475,2023-07-28,Europe,Electronics,Ultra HD Monitor,SMB,Paid Ads,1,445.38,445.38,258.9,186.48,3.7
ORD-50476,2023-07-29,North America,Electronics,Pro Laptop,SMB,Organic Search,4,1216.32,4865.3,3856.27,1009.03,4.9
ORD-50477,2023-08-02,Europe,Electronics,Ultra HD Monitor,Consumer,Direct Web,1,471.86,471.86,228.31,243.55,2.7
ORD-50478,2023-08-03,North America,Apparel,Classic Tee,Enterprise,Organic Search,2,36.68,73.37,46.94,26.43,2.4
ORD-50479,2023-08-05,North America,Electronics,Noise-Cancelling Headphones,Consumer,Affiliate,1,251.66,251.66,157.93,93.73,4.3
ORD-50480,2023-08-05,North America,Electronics,Ultra HD Monitor,SMB,Paid Ads,3,455.66,1366.98,1086.73,280.25,4.1
ORD-50481,2023-08-06,North America,Beauty & Care,Face Cleanser,Consumer,Paid Ads,1,28.8,28.8,14.37,14.43,
ORD-50482,2023-08-08,North America,Home & Office,Standing Desk,SMB,Direct Web,1,585.17,585.17,336.84,248.33,3.9
ORD-50483,2023-08-08,Latin America,Beauty & Care,Serum Pack,SMB,Organic Search,3,84.72,254.17,124.76,129.41,4.2
ORD-50484,2023-08-11,Asia-Pacific,Apparel,Classic Tee,SMB,Paid Ads,3,36.69,110.07,70.99,39.08,2.9
ORD-50485,2023-08-11,Latin America,Electronics,Ultra HD Monitor,Enterprise,Paid Ads,2,468.15,936.31,650.15,286.16,4.3
ORD-50486,2023-08-12,North America,Home & Office,Coffee Maker,Enterprise,Organic Search,2,185.89,371.78,193.06,178.72,3.7
ORD-50487,2023-08-12,North America,Electronics,Ultra HD Monitor,Consumer,Paid Ads,2,462.49,924.98,723.57,201.41,3.0
ORD-50488,2023-08-13,North America,Beauty & Care,Mineral Sunscreen,SMB,Affiliate,2,30.99,61.99,29.33,32.66,4.2
ORD-50489,2023-08-13,North America,Home & Office,Standing Desk,Consumer,Affiliate,3,590.09,1770.28,1181.44,588.84,4.0
ORD-50490,2023-08-14,Asia-Pacific,Beauty & Care,Mineral Sunscreen,Consumer,Affiliate,2,33.54,67.09,30.58,36.51,4.6
ORD-50491,2023-08-14,North America,Home & Office,Standing Desk,Enterprise,Paid Ads,2,574.41,1148.81,839.21,309.6,4.5
ORD-50492,2023-08-15,North America,Home & Office,Ergonomic Chair,Enterprise,Affiliate,2,362.53,725.05,456.91,268.14,3.7
ORD-50493,2023-08-16,Europe,Electronics,Pro Laptop,SMB,Direct Web,2,1144.28,2288.57,1540.58,747.99,4.1
ORD-50494,2023-08-16,Latin America,Home & Office,Coffee Maker,Consumer,Direct Web,4,189.0,756.0,529.74,226.26,4.4
ORD-50495,2023-08-18,North America,Home & Office,Desk Lamp,SMB,Direct Web,1,62.04,62.04,38.55,23.49,3.8
ORD-50496,2023-08-22,Asia-Pacific,Electronics,Smart Watch,SMB,Direct Web,1,309.85,309.85,203.17,106.68,4.7
ORD-50497,2023-08-22,North America,Apparel,Performance Jacket,Consumer,Paid Ads,1,158.2,158.2,72.6,85.6,3.8
ORD-50498,2023-08-26,Europe,Electronics,Smart Watch,Enterprise,Paid Ads,1,304.69,304.69,196.86,107.83,4.5
ORD-50499,2023-08-27,North America,Electronics,Pro Laptop,Consumer,Paid Ads,1,1171.8,1171.8,839.85,331.95,4.8
ORD-50500,2023-08-29,Europe,Apparel,Merino Sweater,Consumer,Direct Web,2,105.45,210.89,151.15,59.74,5.0
ORD-50501,2023-08-29,North America,Electronics,Pro Laptop,Consumer,Affiliate,1,1253.27,1253.27,583.62,669.65,4.8
ORD-50502,2023-08-29,Europe,Electronics,Pro Laptop,Enterprise,Direct Web,1,1188.04,1188.04,879.02,309.02,3.4
ORD-50503,2023-08-30,Asia-Pacific,Electronics,Smart Watch,Consumer,Organic Search,2,313.76,627.53,300.6,326.93,5.0
ORD-50504,2023-08-31,Latin America,Electronics,Ultra HD Monitor,SMB,Affiliate,2,457.64,915.28,423.25,492.03,3.9
ORD-50505,2023-09-01,Europe,Electronics,Smart Watch,Consumer,Paid Ads,1,300.54,300.54,168.07,132.47,2.6
ORD-50506,2023-09-02,North America,Electronics,Smart Watch,SMB,Organic Search,4,295.73,1182.92,566.79,616.13,4.1
ORD-50507,2023-09-04,Europe,Electronics,Pro Laptop,Consumer,Direct Web,1,1222.93,1222.93,902.04,320.89,5.0
ORD-50508,2023-09-05,North America,Home & Office,Ergonomic Chair,Enterprise,Paid Ads,3,357.32,1071.97,752.95,319.02,5.0
ORD-50509,2023-09-07,Asia-Pacific,Home & Office,Coffee Maker,Consumer,Organic Search,4,174.65,698.61,539.05,159.56,5.0
ORD-50510,2023-09-07,Asia-Pacific,Home & Office,Standing Desk,SMB,Affiliate,4,593.62,2374.49,,1132.55,3.1
ORD-50511,2023-09-09,Europe,Electronics,Pro Laptop,Enterprise,Organic Search,5,1253.02,6265.08,4562.19,1702.89,4.4
ORD-50512,2023-09-14,Europe,Home & Office,Desk Lamp,SMB,Organic Search,1,64.67,64.67,41.08,23.59,4.4
ORD-50513,2023-09-14,North America,Apparel,Merino Sweater,Enterprise,Paid Ads,8,108.64,869.14,585.02,284.12,3.9
ORD-50514,2023-09-14,North America,Electronics,Noise-Cancelling Headphones,SMB,Organic Search,3,251.03,753.1,348.51,404.59,4.4
ORD-50515,2023-09-15,Europe,Apparel,Merino Sweater,Enterprise,Paid Ads,1,113.07,113.07,85.56,27.51,4.0
ORD-50516,2023-09-16,Europe,Electronics,Ultra HD Monitor,Consumer,Direct Web,1,449.0,449.0,241.58,207.42,5.0
ORD-50517,2023-09-17,North America,Electronics,Noise-Cancelling Headphones,Consumer,Direct Web,3,249.37,748.12,377.77,370.35,4.2
ORD-50518,2023-09-17,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Direct Web,2,260.78,521.57,408.59,112.98,3.4
ORD-50519,2023-09-22,North America,Electronics,Smart Watch,Consumer,Affiliate,4,295.47,1181.9,770.61,411.29,3.5
ORD-50520,2023-09-23,Europe,Electronics,Ultra HD Monitor,SMB,Organic Search,1,432.47,432.47,337.38,95.09,4.6
ORD-50521,2023-09-24,Europe,Home & Office,Coffee Maker,Consumer,Paid Ads,2,180.73,361.45,166.02,195.43,5.0
ORD-50522,2023-09-24,Europe,Apparel,Performance Jacket,Consumer,Affiliate,2,153.25,306.49,236.97,69.52,4.3
ORD-50523,2023-09-25,Europe,Electronics,Noise-Cancelling Headphones,SMB,Organic Search,2,259.01,518.02,376.68,141.34,4.5
ORD-50524,2023-09-25,Europe,Home & Office,Standing Desk,SMB,Organic Search,2,597.97,1195.95,879.92,316.03,3.9
ORD-50525,2023-09-25,Asia-Pacific,Home & Office,Standing Desk,SMB,Paid Ads,1,578.75,578.75,374.78,203.97,4.7
ORD-50526,2023-09-29,North America,Home & Office,Standing Desk,SMB,Paid Ads,2,580.14,1160.28,666.11,494.17,5.0
ORD-50527,2023-09-29,North America,Apparel,Performance Jacket,SMB,Organic Search,2,155.61,311.23,153.69,157.54,4.8
ORD-50528,2023-09-30,North America,Electronics,Ultra HD Monitor,Enterprise,Organic Search,2,465.59,931.17,527.36,403.81,3.7
ORD-50529,2023-09-30,Europe,Electronics,Ultra HD Monitor,Consumer,Paid Ads,3,455.24,1365.71,1038.15,327.56,4.1
ORD-50530,2023-10-01,Latin America,Electronics,Smart Watch,Consumer,Affiliate,2,302.5,605.0,394.05,210.95,4.6
ORD-50531,2023-10-01,North America,Apparel,Merino Sweater,Enterprise,Organic Search,1,109.1,109.1,72.96,36.14,3.6
ORD-50532,2023-10-04,Latin America,Electronics,Smart Watch,Enterprise,Organic Search,1,310.74,310.74,,135.72,3.5
ORD-50533,2023-10-06,North America,Home & Office,Standing Desk,Enterprise,Paid Ads,10,582.05,5820.45,3338.66,2481.79,4.8
ORD-50534,2023-10-06,Europe,Apparel,Performance Jacket,Consumer,Paid Ads,2,154.94,309.88,220.3,89.58,4.4
ORD-50535,2023-10-06,Europe,Home & Office,Standing Desk,Consumer,Direct Web,4,595.89,2383.58,1745.43,638.15,4.6
ORD-50536,2023-10-06,North America,Home & Office,Ergonomic Chair,Enterprise,Organic Search,1,358.05,358.05,247.84,110.21,4.5
ORD-50537,2023-10-10,North America,Apparel,Merino Sweater,Consumer,Paid Ads,2,109.8,219.61,165.29,54.32,4.5
ORD-50538,2023-10-11,Europe,Home & Office,Standing Desk,Enterprise,Direct Web,2,572.25,1144.5,897.29,247.21,3.2
ORD-50539,2023-10-12,Asia-Pacific,Electronics,Smart Watch,Consumer,Paid Ads,2,298.95,597.9,325.26,272.64,5.0
ORD-50540,2023-10-12,North America,Apparel,Merino Sweater,Consumer,Paid Ads,4,114.84,459.34,232.31,227.03,3.4
ORD-50541,2023-10-12,North America,Electronics,Noise-Cancelling Headphones,Consumer,Organic Search,1,250.56,250.56,187.15,63.41,3.1
ORD-50542,2023-10-14,North America,Electronics,Pro Laptop,SMB,Direct Web,2,1238.19,2476.37,,844.28,
ORD-50543,2023-10-15,North America,Apparel,Performance Jacket,SMB,Paid Ads,1,157.93,157.93,78.62,79.31,3.6
ORD-50544,2023-10-16,North America,Apparel,Classic Tee,SMB,Organic Search,1,35.8,35.8,26.61,9.19,3.2
ORD-50545,2023-10-17,North America,Electronics,Smart Watch,Consumer,Direct Web,3,311.21,933.64,573.45,360.19,2.3
ORD-50546,2023-10-17,Asia-Pacific,Apparel,Performance Jacket,Consumer,Paid Ads,1,157.53,157.53,94.56,62.97,3.1
ORD-50547,2023-10-18,North America,Electronics,Pro Laptop,Consumer,Organic Search,1,1146.37,1146.37,749.42,396.95,3.9
ORD-50548,2023-10-19,Europe,Electronics,Pro Laptop,Enterprise,Paid Ads,2,1256.24,2512.48,1797.06,715.42,3.6
ORD-50549,2023-10-19,Europe,Apparel,Classic Tee,Enterprise,Paid Ads,2,34.99,69.99,36.54,33.45,3.9
ORD-50550,2023-10-19,North America,Apparel,Merino Sweater,SMB,Direct Web,1,104.65,104.65,79.22,25.43,3.6
ORD-50551,2023-10-19,North America,Home & Office,Coffee Maker,Consumer,Direct Web,3,177.11,531.34,389.74,141.6,4.8
ORD-50552,2023-10-22,Europe,Home & Office,Desk Lamp,Enterprise,Organic Search,2,66.95,133.9,86.21,47.69,3.8
ORD-50553,2023-10-24,North America,Apparel,Trail Shoes,Consumer,Direct Web,2,133.66,267.32,153.3,114.02,2.9
ORD-50554,2023-10-24,North America,Electronics,Smart Watch,Enterprise,Paid Ads,1,304.76,304.76,217.62,87.14,4.1
ORD-50555,2023-10-27,Latin America,Apparel,Classic Tee,Enterprise,Paid Ads,1,36.67,36.67,18.36,18.31,2.0
ORD-50556,2023-10-27,North America,Home & Office,Coffee Maker,SMB,Paid Ads,2,187.25,374.51,184.33,190.18,3.4
ORD-50557,2023-10-27,North America,Apparel,Merino Sweater,Consumer,Paid Ads,4,110.62,442.47,225.36,217.11,4.4
ORD-50558,2023-10-30,North America,Apparel,Trail Shoes,SMB,Organic Search,2,123.9,247.8,143.78,104.02,4.2
ORD-50559,2023-10-30,Asia-Pacific,Electronics,Noise-Cancelling Headphones,Enterprise,Direct Web,5,260.16,1300.8,787.48,513.32,4.1
ORD-50560,2023-10-31,Asia-Pacific,Apparel,Merino Sweater,Consumer,Paid Ads,3,105.32,315.97,219.35,96.62,5.0
ORD-50561,2023-10-31,Asia-Pacific,Home & Office,Coffee Maker,Consumer,Organic Search,1,174.01,174.01,104.75,69.26,4.7
ORD-50562,2023-10-31,North America,Home & Office,Coffee Maker,SMB,Direct Web,5,171.39,856.94,468.83,388.11,4.3
ORD-50563,2023-11-01,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,4,238.87,955.49,715.77,239.72,4.0
ORD-50564,2023-11-01,Europe,Home & Office,Desk Lamp,SMB,Direct Web,2,63.31,126.63,84.85,41.78,5.0
ORD-50565,2023-11-01,Asia-Pacific,Electronics,Pro Laptop,Consumer,Affiliate,2,1163.63,2327.26,1150.77,1176.49,4.2
ORD-50566,2023-11-02,Asia-Pacific,Electronics,Ultra HD Monitor,Consumer,Affiliate,1,438.91,438.91,303.35,135.56,5.0
ORD-50567,2023-11-03,North America,Beauty & Care,Serum Pack,SMB,Direct Web,8,88.1,704.79,463.45,241.34,4.7
ORD-50568,2023-11-03,Europe,Electronics,Ultra HD Monitor,Consumer,Organic Search,1,465.46,465.46,278.05,187.41,4.6
ORD-50569,2023-11-06,North America,Home & Office,Desk Lamp,SMB,Direct Web,1,66.5,66.5,43.04,23.46,4.1
ORD-50570,2023-11-06,Europe,Electronics,Pro Laptop,Consumer,Paid Ads,3,1186.67,3560.02,2645.04,914.98,5.0
ORD-50571,2023-11-08,Europe,Apparel,Trail Shoes,Consumer,Affiliate,3,134.64,403.93,289.16,114.77,4.4
ORD-50572,2023-11-08,Europe,Home & Office,Ergonomic Chair,Enterprise,Paid Ads,1,363.85,363.85,187.64,176.21,3.7
ORD-50573,2023-11-09,Latin America,Beauty & Care,Face Cleanser,Consumer,Paid Ads,1,28.58,28.58,19.94,8.64,4.3
ORD-50574,2023-11-11,Europe,Home & Office,Desk Lamp,Consumer,Direct Web,1,62.07,62.07,34.36,27.71,5.0
ORD-50575,2023-11-14,Asia-Pacific,Beauty & Care,Mineral Sunscreen,Consumer,Organic Search,2,30.87,61.73,42.04,19.69,4.4
ORD-50576,2023-11-17,North America,Electronics,Noise-Cancelling Headphones,Enterprise,Direct Web,1,243.63,243.63,150.52,93.11,4.6
ORD-50577,2023-11-19,Asia-Pacific,Electronics,Ultra HD Monitor,SMB,Paid Ads,2,459.46,918.91,544.59,374.32,2.3
ORD-50578,2023-11-21,North America,Electronics,Ultra HD Monitor,Enterprise,Organic Search,4,446.71,1786.85,1145.83,641.02,4.8
ORD-50579,2023-11-24,Latin America,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,1,251.54,251.54,165.8,85.74,5.0
ORD-50580,2023-11-25,North America,Apparel,Merino Sweater,Enterprise,Direct Web,2,105.05,210.11,106.67,103.44,4.3
ORD-50581,2023-11-25,Asia-Pacific,Apparel,Classic Tee,Enterprise,Direct Web,5,34.46,172.3,105.32,66.98,3.5
ORD-50582,2023-11-26,North America,Electronics,Smart Watch,SMB,Direct Web,1,291.64,291.64,156.88,134.76,3.0
ORD-50583,2023-11-27,North America,Electronics,Pro Laptop,Enterprise,Paid Ads,2,1153.84,2307.68,1747.35,560.33,3.2
ORD-50584,2023-11-27,North America,Home & Office,Coffee Maker,Enterprise,Organic Search,1,187.77,187.77,131.24,56.53,2.8
ORD-50585,2023-11-28,North America,Electronics,Pro Laptop,Consumer,Direct Web,2,1202.22,2404.44,1346.27,1058.17,5.0
ORD-50586,2023-11-28,North America,Electronics,Smart Watch,Consumer,Direct Web,3,297.52,892.57,576.95,315.62,4.5
ORD-50587,2023-11-29,North America,Home & Office,Desk Lamp,Enterprise,Direct Web,3,65.21,195.63,155.54,40.09,4.3
ORD-50588,2023-11-29,Europe,Home & Office,Coffee Maker,Consumer,Affiliate,1,175.77,175.77,113.38,62.39,4.0
ORD-50589,2023-11-30,North America,Apparel,Classic Tee,Enterprise,Direct Web,2,36.1,72.2,46.73,25.47,4.5
ORD-50590,2023-12-02,Asia-Pacific,Beauty & Care,Mineral Sunscreen,Enterprise,Organic Search,2,32.48,64.96,35.66,29.3,3.2
ORD-50591,2023-12-02,Asia-Pacific,Home & Office,Coffee Maker,SMB,Organic Search,1,188.94,188.94,114.41,74.53,4.7
ORD-50592,2023-12-03,Asia-Pacific,Apparel,Classic Tee,Enterprise,Organic Search,2,35.97,71.93,49.46,22.47,3.7
ORD-50593,2023-12-03,Europe,Electronics,Pro Laptop,Consumer,Direct Web,1,1195.12,1195.12,607.34,587.78,5.0
ORD-50594,2023-12-03,Latin America,Home & Office,Coffee Maker,SMB,Paid Ads,1,187.44,187.44,114.57,72.87,4.0
ORD-50595,2023-12-04,North America,Home & Office,Coffee Maker,SMB,Affiliate,3,175.91,527.74,241.67,286.07,4.1
ORD-50596,2023-12-05,North America,Home & Office,Standing Desk,Consumer,Direct Web,1,608.32,608.32,323.72,284.6,4.0
ORD-50597,2023-12-06,North America,Home & Office,Coffee Maker,Enterprise,Organic Search,2,187.03,374.07,189.06,185.01,4.5
ORD-50598,2023-12-07,Asia-Pacific,Electronics,Ultra HD Monitor,Enterprise,Paid Ads,1,455.87,455.87,303.08,152.79,3.5
ORD-50599,2023-12-07,North America,Apparel,Merino Sweater,Consumer,Paid Ads,2,113.61,227.22,148.64,78.58,4.7
ORD-50600,2023-12-10,Europe,Electronics,Ultra HD Monitor,SMB,Paid Ads,2,464.11,928.22,485.55,442.67,4.2
ORD-50601,2023-12-10,Europe,Home & Office,Standing Desk,Consumer,Direct Web,1,597.96,597.96,331.07,266.89,3.6
ORD-50602,2023-12-11,Europe,Beauty & Care,Mineral Sunscreen,Enterprise,Paid Ads,5,31.34,156.69,125.29,31.4,4.7
ORD-50603,2023-12-11,Asia-Pacific,Electronics,Ultra HD Monitor,Enterprise,Affiliate,1,469.4,469.4,373.96,95.44,5.0
ORD-50604,2023-12-11,North America,Beauty & Care,Serum Pack,Consumer,Paid Ads,1,82.09,82.09,40.39,41.7,4.6
ORD-50605,2023-12-12,Europe,Apparel,Performance Jacket,Consumer,Organic Search,1,158.0,158.0,77.18,80.82,3.1
ORD-50606,2023-12-12,Asia-Pacific,Apparel,Merino Sweater,SMB,Organic Search,2,115.46,230.92,159.45,71.47,4.1
ORD-50607,2023-12-14,Latin America,Electronics,Noise-Cancelling Headphones,Consumer,Organic Search,5,256.22,1281.08,990.01,291.07,4.3
ORD-50608,2023-12-14,North America,Electronics,Smart Watch,SMB,Organic Search,1,304.62,304.62,162.15,142.47,3.5
ORD-50609,2023-12-14,North America,Electronics,Ultra HD Monitor,Enterprise,Paid Ads,1,456.21,456.21,226.76,229.45,2.9
ORD-50610,2023-12-15,Latin America,Home & Office,Ergonomic Chair,Consumer,Direct Web,3,339.18,1017.53,574.35,443.18,4.8
ORD-50611,2023-12-15,Europe,Electronics,Pro Laptop,SMB,Direct Web,2,1251.12,2502.25,1883.2,619.05,4.0
ORD-50612,2023-12-18,Latin America,Beauty & Care,Hydration Cream,Consumer,Paid Ads,3,44.88,134.64,102.27,32.37,4.1
ORD-50613,2023-12-18,Latin America,Home & Office,Standing Desk,Enterprise,Organic Search,2,616.87,1233.74,803.59,430.15,5.0
ORD-50614,2023-12-18,Europe,Beauty & Care,Face Cleanser,Consumer,Paid Ads,1,27.52,27.52,14.42,13.1,4.3
ORD-50615,2023-12-18,North America,Beauty & Care,Mineral Sunscreen,SMB,Direct Web,1,32.54,32.54,24.75,7.79,4.7
ORD-50616,2023-12-19,Europe,Home & Office,Desk Lamp,Consumer,Direct Web,1,63.08,63.08,33.18,29.9,4.3
ORD-50617,2023-12-19,Europe,Electronics,Noise-Cancelling Headphones,Enterprise,Direct Web,5,241.58,1207.91,656.78,551.13,3.3
ORD-50618,2023-12-19,Europe,Beauty & Care,Face Cleanser,SMB,Organic Search,2,28.4,56.81,36.23,20.58,3.3
ORD-50619,2023-12-21,North America,Apparel,Trail Shoes,SMB,Organic Search,2,128.37,256.74,197.65,59.09,4.5
ORD-50620,2023-12-22,Latin America,Home & Office,Desk Lamp,SMB,Direct Web,1,66.84,66.84,35.45,31.39,3.2
ORD-50621,2023-12-26,North America,Apparel,Performance Jacket,SMB,Affiliate,1,160.26,160.26,112.6,47.66,4.2
ORD-50622,2023-12-27,North America,Electronics,Smart Watch,SMB,Paid Ads,2,301.47,602.94,459.75,143.19,4.3
ORD-50623,2023-12-27,Europe,Beauty & Care,Mineral Sunscreen,SMB,Affiliate,3,32.2,96.61,74.0,22.61,4.6
