CustomerID,SignupDate,Gender,SeniorCitizen,Partner,TenureMonths,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1554,2020-03-04,Female,0,No,46,Two year,Yes,Credit card,29.59,,No
CUST-1555,2018-11-04,Male,0,No,62,Two year,Yes,Electronic check,18.0,1134.27,No
CUST-1556,2023-05-03,Male,0,No,8,Month-to-month,Yes,Bank transfer,54.28,442.1,No
CUST-1557,2020-06-03,Male,1,,43,One year,No,Electronic check,61.54,2587.73,No
CUST-1558,2022-05-03,Female,1,Yes,20,One year,No,Mailed check,53.86,1066.67,No
CUST-1559,2020-10-03,Female,0,No,39,One year,No,Credit card,31.85,1175.6,No
CUST-1560,2019-12-04,Female,1,Yes,49,Month-to-month,No,Electronic check,53.8,2677.29,No
CUST-1561,2018-09-04,Male,0,No,64,Two year,Yes,Mailed check,72.54,4609.98,No
CUST-1562,2018-11-04,Male,0,,62,Month-to-month,No,Electronic check,63.74,3989.54,No
CUST-1563,2019-07-05,Male,0,Yes,54,Month-to-month,No,Electronic check,70.11,3814.32,No
CUST-1564,2023-04-03,Male,0,Yes,9,Month-to-month,Yes,Electronic check,46.24,389.14,Yes
CUST-1565,2020-12-03,Female,0,Yes,37,Month-to-month,No,Electronic check,97.81,3584.99,No
CUST-1566,2019-12-04,Male,1,No,49,Month-to-month,Yes,Bank transfer,32.07,,No
CUST-1567,2020-08-03,Male,0,Yes,41,One year,No,Mailed check,,3199.32,No
CUST-1568,2022-08-03,Female,0,Yes,17,Month-to-month,No,Mailed check,98.09,,Yes
CUST-1569,2022-04-03,Male,0,Yes,21,Month-to-month,Yes,Electronic check,78.47,1633.39,Yes
CUST-1570,2019-10-04,Female,0,,51,Month-to-month,No,Electronic check,59.33,2972.4,No
CUST-1571,2019-02-03,Female,1,No,59,Month-to-month,No,Bank transfer,50.21,2895.48,Yes
CUST-1572,2020-10-03,Male,0,No,39,Two year,No,Credit card,94.01,3673.19,No
CUST-1573,2019-06-04,Female,0,No,55,Month-to-month,Yes,Electronic check,25.16,1366.95,No
CUST-1574,2020-08-03,Female,0,No,41,Month-to-month,No,Credit card,37.84,1534.85,No
CUST-1575,2020-10-03,Female,0,Yes,39,Month-to-month,Yes,Bank transfer,53.87,2121.81,Yes
CUST-1576,2022-12-02,Male,0,No,13,Month-to-month,Yes,Bank transfer,99.65,1330.65,Yes
CUST-1577,2018-09-04,Female,0,Yes,64,Month-to-month,Yes,Mailed check,,4832.14,No
CUST-1578,2023-02-01,Female,0,Yes,11,One year,No,Electronic check,37.89,406.57,Yes
CUST-1579,2022-06-03,Male,0,No,19,Two year,No,Electronic check,56.31,1084.89,No
CUST-1580,2023-02-01,Male,1,Yes,11,Month-to-month,No,Bank transfer,47.8,485.09,Yes
CUST-1581,2020-03-04,Prefer not to say,0,No,46,One year,No,Electronic check,45.13,2082.67,No
CUST-1582,2020-04-03,Female,0,Yes,45,One year,Yes,Credit card,92.41,4175.01,No
CUST-1583,2023-12-02,Male,1,No,1,Two year,Yes,Mailed check,26.59,47.0,No
CUST-1584,2020-09-02,Female,0,No,40,Month-to-month,Yes,Electronic check,110.05,4343.9,Yes
CUST-1585,2022-06-03,Male,1,,19,Month-to-month,Yes,Bank transfer,88.19,1652.77,Yes
CUST-1586,2018-12-04,Male,0,No,61,Month-to-month,Yes,Electronic check,95.54,5801.59,No
CUST-1587,2023-01-02,Male,0,No,12,One year,Yes,Mailed check,52.04,627.48,No
CUST-1588,2018-12-04,Male,0,Yes,61,Two year,Yes,Bank transfer,,3723.22,No
CUST-1589,2021-04-03,Male,0,Yes,33,Month-to-month,Yes,Credit card,24.87,865.61,No
CUST-1590,2020-04-03,Male,0,Yes,45,Month-to-month,Yes,Bank transfer,50.31,2249.1,No
CUST-1591,2018-04-05,Female,0,No,69,Two year,Yes,Bank transfer,78.82,5423.65,No
CUST-1592,2023-05-03,Male,0,Yes,8,Two year,No,Bank transfer,101.29,844.81,Yes
CUST-1593,2021-12-02,Male,0,No,25,Two year,No,Credit card,34.0,858.9,No
CUST-1594,2020-03-04,Female,0,Yes,46,One year,No,Electronic check,54.77,2557.45,No
CUST-1595,2021-07-03,Male,1,Yes,30,Month-to-month,Yes,Electronic check,,,No
CUST-1596,2020-02-03,Female,1,No,47,One year,Yes,Electronic check,25.92,1183.53,No
CUST-1597,2019-12-04,Male,1,Yes,49,One year,No,Electronic check,81.56,3956.45,No
CUST-1598,2020-02-03,Male,0,Yes,47,Month-to-month,Yes,Bank transfer,44.73,2055.76,No
CUST-1599,2022-07-03,Male,0,Yes,18,Month-to-month,Yes,Bank transfer,59.53,1091.4,Yes
CUST-1049,2021-07-03,Male,0,No,30,Month-to-month,No,Credit card,64.99,1927.6,No
CUST-1318,2019-11-03,Male,0,Yes,50,Month-to-month,No,Bank transfer,42.17,2162.9,No
CUST-1288,2019-01-03,Male,0,Yes,60,Month-to-month,Yes,Credit card,33.88,2017.36,No
CUST-1101,2022-04-03,Female,0,No,21,Month-to-month,Yes,Mailed check,18.0,434.71,Yes
CUST-1152,2019-12-04,Male,0,Yes,49,Month-to-month,Yes,Credit card,120.76,5887.69,Yes
CUST-1555,2018-11-04,Male,0,No,62,Two year,Yes,Electronic check,18.0,1134.27,No
CUST-1494,2020-01-03,Male,0,Yes,48,Month-to-month,No,Bank transfer,45.62,2201.89,No
CUST-1541,2021-10-03,Female,0,No,27,Month-to-month,No,Bank transfer,,577.29,No
